time,message,url,referer,user-agent,level
2018-11-28 13:11:23.3807,Invalid object name 'Id'.,/Employee/Index,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 13:56:06.1221,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Edit,http://localhost:2223/Employee/Edit?Id=5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 13:58:16.4376,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Edit,http://localhost:2223/Employee/Edit?Id=5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 14:01:13.2687,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Edit,http://localhost:2223/Employee/Edit?Id=5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 14:06:05.3834,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Create,http://localhost:2223/Employee/Create,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 14:11:12.4780,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Create,http://localhost:2223/Employee/Create,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 14:13:38.7083,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Edit,http://localhost:2223/Employee/Edit?Id=6,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
2018-11-28 14:19:55.8329,"Invalid column name 'sId'.
Invalid column name 'EmployeeId'.",/Employee/Create,http://localhost:2223/Employee/Create,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",Error
